"type","council","fmp","fmp_short","stock_orig","stock","stock_type","comm_name","area","overfishing","overfished","overfished_close","mgmt_action","rebuilding_progress","bbmsy","points"
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Skokomish Summer/Fall","Chinook salmon - Puget Sound: Skokomish Summer/Fall","stock","Chinook salmon","Puget Sound: Skokomish Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Snohomish Summer/Fall","Chinook salmon - Puget Sound: Snohomish Summer/Fall","stock","Chinook salmon","Puget Sound: Snohomish Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: Stillaguamish Summer/Fall","Chinook salmon - Puget Sound: Stillaguamish Summer/Fall","stock","Chinook salmon","Puget Sound: Stillaguamish Summer/Fall","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Puget Sound: White River Spring","Chinook salmon - Puget Sound: White River Spring","stock","Chinook salmon","Puget Sound: White River Spring","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Grays Harbor Spring","Chinook salmon - Washington Coast: Grays Harbor Spring","stock","Chinook salmon","Washington Coast: Grays Harbor Spring","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Hoh Fall","Chinook salmon - Washington Coast: Hoh Fall","stock","Chinook salmon","Washington Coast: Hoh Fall","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Hoh Spring/Summer","Chinook salmon - Washington Coast: Hoh Spring/Summer","stock","Chinook salmon","Washington Coast: Hoh Spring/Summer","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Hoko Summer/Fall","Chinook salmon - Washington Coast: Hoko Summer/Fall","stock","Chinook salmon","Washington Coast: Hoko Summer/Fall","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Queets Fall","Chinook salmon - Washington Coast: Queets Fall","stock","Chinook salmon","Washington Coast: Queets Fall","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Queets Spring/Summer","Chinook salmon - Washington Coast: Queets Spring/Summer","stock","Chinook salmon","Washington Coast: Queets Spring/Summer","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Quillayute Fall","Chinook salmon - Washington Coast: Quillayute Fall","stock","Chinook salmon","Washington Coast: Quillayute Fall","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Quillayute Spring/Summer","Chinook salmon - Washington Coast: Quillayute Spring/Summer","stock","Chinook salmon","Washington Coast: Quillayute Spring/Summer","Unknown","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Quinault Fall Hatchery","Chinook salmon - Washington Coast: Quinault Fall Hatchery","stock","Chinook salmon","Washington Coast: Quinault Fall Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery","Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery","stock","Chinook salmon","Washington Coast: Willapa Bay Fall Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Chinook salmon - Washington Coast: Willapa Bay Fall Natural","Chinook salmon - Washington Coast: Willapa Bay Fall Natural","stock","Chinook salmon","Washington Coast: Willapa Bay Fall Natural","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Oregon Production Index Area: Central California Coast","Coho salmon - Oregon Production Index Area: Central California Coast","stock","Coho salmon","Oregon Production Index Area: Central California Coast","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery","Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery","stock","Coho salmon","Oregon Production Index Area: Columbia River Early Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery","Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery","stock","Coho salmon","Oregon Production Index Area: Columbia River Late Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Oregon Production Index Area: Lower Columbia Natural","Coho salmon - Oregon Production Index Area: Lower Columbia Natural","stock","Coho salmon","Oregon Production Index Area: Lower Columbia Natural","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Oregon Production Index Area: Oregon Coast Natural","Coho salmon - Oregon Production Index Area: Oregon Coast Natural","stock","Coho salmon","Oregon Production Index Area: Oregon Coast Natural","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast","Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast","stock","Coho salmon","Oregon Production Index Area: Southern Oregon/Northern California Coast","NA Exception 2","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Puget Sound: Hood Canal","Coho salmon - Puget Sound: Hood Canal","stock","Coho salmon","Puget Sound: Hood Canal","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Puget Sound: Skagit","Coho salmon - Puget Sound: Skagit","stock","Coho salmon","Puget Sound: Skagit","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Puget Sound: Snohomish","Coho salmon - Puget Sound: Snohomish","stock","Coho salmon","Puget Sound: Snohomish","No","No - Rebuilding","NA","Rebuilding Program","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Puget Sound: South Puget Sound Hatchery","Coho salmon - Puget Sound: South Puget Sound Hatchery","stock","Coho salmon","Puget Sound: South Puget Sound Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Puget Sound: Stillaguamish","Coho salmon - Puget Sound: Stillaguamish","stock","Coho salmon","Puget Sound: Stillaguamish","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Grays Harbor","Coho salmon - Washington Coast: Grays Harbor","stock","Coho salmon","Washington Coast: Grays Harbor","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Hoh","Coho salmon - Washington Coast: Hoh","stock","Coho salmon","Washington Coast: Hoh","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Queets","Coho salmon - Washington Coast: Queets","stock","Coho salmon","Washington Coast: Queets","No","Yes","NA","Rebuilding Program","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Quillayute Fall","Coho salmon - Washington Coast: Quillayute Fall","stock","Coho salmon","Washington Coast: Quillayute Fall","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Quillayute Summer Hatchery","Coho salmon - Washington Coast: Quillayute Summer Hatchery","stock","Coho salmon","Washington Coast: Quillayute Summer Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Quinault Hatchery","Coho salmon - Washington Coast: Quinault Hatchery","stock","Coho salmon","Washington Coast: Quinault Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Strait of Juan de Fuca","Coho salmon - Washington Coast: Strait of Juan de Fuca","stock","Coho salmon","Washington Coast: Strait of Juan de Fuca","No","Yes","NA","Rebuilding Program","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Willapa Bay Hatchery","Coho salmon - Washington Coast: Willapa Bay Hatchery","stock","Coho salmon","Washington Coast: Willapa Bay Hatchery","NA Exception 1","NA","NA","NA","NA",NA,NA
"Non-FSSI","PFMC","Pacific Coast Salmon","Salmon","Coho salmon - Washington Coast: Willapa Bay Natural","Coho salmon - Washington Coast: Willapa Bay Natural","stock","Coho salmon","Washington Coast: Willapa Bay Natural","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Albacore - North Pacific","Albacore - North Pacific","stock","Albacore","North Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Bigeye thresher - Pacific","Bigeye thresher - Pacific","stock","Bigeye thresher","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Bigeye tuna - Eastern Pacific","Bigeye tuna - Eastern Pacific","stock","Bigeye tuna","Eastern Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Bigeye tuna - Western and Central Pacific","Bigeye tuna - Western and Central Pacific","stock","Bigeye tuna","Western and Central Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Blue shark - North Pacific","Blue shark - North Pacific","stock","Blue shark","North Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Dolphinfish - Pacific","Dolphinfish - Pacific","stock","Dolphinfish","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Pacific bluefin tuna - Pacific","Pacific bluefin tuna - Pacific","stock","Pacific bluefin tuna","Pacific","Yes","Yes","No","Reduce Mortality, Continue Rebuilding","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Shortfin mako - North Pacific","Shortfin mako - North Pacific","stock","Shortfin mako","North Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Skipjack tuna - Eastern Pacific","Skipjack tuna - Eastern Pacific","stock","Skipjack tuna","Eastern Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Skipjack tuna - Western and Central Pacific","Skipjack tuna - Western and Central Pacific","stock","Skipjack tuna","Western and Central Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Striped marlin - Eastern Pacific","Striped marlin - Eastern Pacific","stock","Striped marlin","Eastern Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Striped marlin - Western and Central North Pacific","Striped marlin - Western and Central North Pacific","stock","Striped marlin","Western and Central North Pacific","Yes","Yes","NA","Reduce Mortality, Continue Rebuilding","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Swordfish - Eastern Pacific","Swordfish - Eastern Pacific","stock","Swordfish","Eastern Pacific","Yes","No","No","Reduce Mortality","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Swordfish - Western and Central North Pacific","Swordfish - Western and Central North Pacific","stock","Swordfish","Western and Central North Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Yellowfin tuna - Eastern Pacific","Yellowfin tuna - Eastern Pacific","stock","Yellowfin tuna","Eastern Pacific","Yes","No","No","Reduce Mortality","NA",NA,NA
"Non-FSSI","PFMC/WPFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem",NA,"Yellowfin tuna - Western and Central Pacific","Yellowfin tuna - Western and Central Pacific","stock","Yellowfin tuna","Western and Central Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","SAFMC","Coral, Coral Reefs and Live/Hard Bottom Habitats of the South Atlantic Region","Corals","Black corals (Antipatharia) - Southern Atlantic Coast","Black corals (Antipatharia) - Southern Atlantic Coast","stock","Black corals (Antipatharia)","Southern Atlantic Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Coral, Coral Reefs and Live/Hard Bottom Habitats of the South Atlantic Region","Corals","Fire corals (Milleporidae) - Southern Atlantic Coast","Fire corals (Milleporidae) - Southern Atlantic Coast","stock","Fire corals (Milleporidae)","Southern Atlantic Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Coral, Coral Reefs and Live/Hard Bottom Habitats of the South Atlantic Region","Corals","Hydrocorals (Stylasteridae) - Southern Atlantic Coast","Hydrocorals (Stylasteridae) - Southern Atlantic Coast","stock","Hydrocorals (Stylasteridae)","Southern Atlantic Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Coral, Coral Reefs and Live/Hard Bottom Habitats of the South Atlantic Region","Corals","Soft corals (Octocorallia) - Southern Atlantic Coast","Soft corals (Octocorallia) - Southern Atlantic Coast","stock","Soft corals (Octocorallia)","Southern Atlantic Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Coral, Coral Reefs and Live/Hard Bottom Habitats of the South Atlantic Region","Corals","Stony corals (Scleractinia) - Southern Atlantic Coast","Stony corals (Scleractinia) - Southern Atlantic Coast","stock","Stony corals (Scleractinia)","Southern Atlantic Coast","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Dolphin and Wahoo Fishery of the Atlantic","Dolphin and Wahoo","Wahoo - Southern Atlantic Coast","Wahoo - Southern Atlantic Coast","stock","Wahoo","Southern Atlantic Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Golden Crab Fishery of the South Atlantic Region","Golden Crab","Golden deepsea crab - Southern Atlantic Coast","Golden deepsea crab - Southern Atlantic Coast","stock","Golden deepsea crab","Southern Atlantic Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Pelagic Sargassum Habitat of the South Atlantic Region","Sargassum","Sargassum - Southern Atlantic Coast","Sargassum - Southern Atlantic Coast","stock","Sargassum","Southern Atlantic Coast","No","No","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","Atlantic spadefish - Southern Atlantic Coast","Atlantic spadefish - Southern Atlantic Coast","stock","Atlantic spadefish","Southern Atlantic Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","Bar jack - Southern Atlantic Coast","Bar jack - Southern Atlantic Coast","stock","Bar jack","Southern Atlantic Coast","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","Hogfish - Southeast Florida","Hogfish - Southeast Florida","stock","Hogfish","Southeast Florida","No","Yes","NA","Continue Rebuilding","Year 4 of 10-year plan",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","Nassau grouper - Southern Atlantic Coast / Gulf of Mexico","Nassau grouper - Southern Atlantic Coast / Gulf of Mexico","stock","Nassau grouper","Southern Atlantic Coast / Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","South Atlantic Deepwater Snapper- Grouper Complex","South Atlantic - Deepwater Snapper- Grouper Complex","stock complex","South Atlantic","Deepwater Snapper- Grouper Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","South Atlantic Grunts Complex","South Atlantic - Grunts Complex","stock complex","South Atlantic","Grunts Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","South Atlantic Jacks Complex","South Atlantic - Jacks Complex","stock complex","South Atlantic","Jacks Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","South Atlantic Porgy Complex","South Atlantic - Porgy Complex","stock complex","South Atlantic","Porgy Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","South Atlantic Shallow Water Snapper- Grouper Complex","South Atlantic - Shallow Water Snapper- Grouper Complex","stock complex","South Atlantic","Shallow Water Snapper- Grouper Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","South Atlantic Snappers Complex","South Atlantic - Snappers Complex","stock complex","South Atlantic","Snappers Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","Speckled hind - Southern Atlantic Coast","Speckled hind - Southern Atlantic Coast","stock","Speckled hind","Southern Atlantic Coast","Yes","Unknown","Unknown","Reduce Mortality","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","Warsaw grouper - Southern Atlantic Coast","Warsaw grouper - Southern Atlantic Coast","stock","Warsaw grouper","Southern Atlantic Coast","Yes","Unknown","Unknown","Reduce Mortality","NA",NA,NA
"Non-FSSI","SAFMC","Snapper-Grouper Fishery of the South Atlantic Region","Snapper-Grouper","Wreckfish - Southern Atlantic Coast","Wreckfish - Southern Atlantic Coast","stock","Wreckfish","Southern Atlantic Coast","No","No","No","NA","NA",NA,NA
"Non-FSSI","SAFMC/GMFMC","Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico",NA,"Goliath grouper - Southern Atlantic Coast / Gulf of Mexico","Goliath grouper - Southern Atlantic Coast / Gulf of Mexico","stock","Goliath grouper","Southern Atlantic Coast / Gulf of Mexico","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","SAFMC/GMFMC","Spiny Lobster in the Gulf of Mexico and South Atlantic","Spiny Lobster","Caribbean spiny lobster - Southern Atlantic Coast / Gulf of Mexico","Caribbean - spiny lobster - Southern Atlantic Coast / Gulf of Mexico","stock","Caribbean","spiny lobster","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","180 Fathom Bank Precious Coral Complex","180 Fathom Bank Precious Coral Complex","stock complex","180 Fathom Bank Precious Coral Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Au'Au Bed Black Coral Complex","Au'Au Bed Black Coral Complex","stock complex","Au'Au Bed Black Coral Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Brooks Bank Precious Coral Complex","Brooks Bank Precious Coral Complex","stock complex","Brooks Bank Precious Coral Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Hancock Seamount Groundfish Complex","Hancock Seamount Groundfish Complex","stock complex","Hancock Seamount Groundfish Complex",NA,"Unknown","Yes","NA","Continue Rebuilding","Year 35 of plan",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Hawaiian Archipelago Exploratory Area Precious Coral Complex","Hawaiian Archipelago Exploratory Area Precious Coral Complex","stock complex","Hawaiian Archipelago Exploratory Area Precious Coral Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Kaena Point Bed Precious Coral Complex","Kaena Point Bed Precious Coral Complex","stock complex","Kaena Point Bed Precious Coral Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Keahole Bed Precious Coral Complex","Keahole Bed Precious Coral Complex","stock complex","Keahole Bed Precious Coral Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Makapu'u Bed Precious Corals Multi- species Complex","Makapu'u Bed Precious Corals Multi- species Complex","stock complex","Makapu'u Bed Precious Corals Multi- species Complex",NA,"No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Northwestern Hawaiian Islands Bottomfish Multi-species Complex","Northwestern Hawaiian Islands - Bottomfish Multi-species Complex","stock complex","Northwestern Hawaiian Islands","Bottomfish Multi-species Complex","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Northwestern Hawaiian Islands Crustacean Complex","Northwestern Hawaiian Islands - Crustacean Complex","stock complex","Northwestern Hawaiian Islands","Crustacean Complex","No","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Hawaii Archipelago Ecosystem","Hawaii Archipelago Ecosystem","Westpac Bed Refugium- Precious Corals Complex","Westpac Bed Refugium- Precious Corals Complex","stock complex","Westpac Bed Refugium- Precious Corals Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Albacore - South Pacific","Albacore - South Pacific","stock","Albacore","South Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Black marlin - Pacific","Black marlin - Pacific","stock","Black marlin","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Blue marlin - Pacific","Blue marlin - Pacific","stock","Blue marlin","Pacific","No","No","No","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Kawakawa - Pacific","Kawakawa - Pacific","stock","Kawakawa","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Longfin mako - North Pacific","Longfin mako - North Pacific","stock","Longfin mako","North Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Oceanic whitetip shark - Western and Central Pacific","Oceanic whitetip shark - Western and Central Pacific","stock","Oceanic whitetip shark","Western and Central Pacific","Yes","Yes","NA","Reduce Mortality, Continue Rebuilding","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Opah - Pacific","Opah - Pacific","stock","Opah","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Pomfrets (Bramidae) - Pacific","Pomfrets (Bramidae) - Pacific","stock","Pomfrets (Bramidae)","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Sailfish - Pacific","Sailfish - Pacific","stock","Sailfish","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Salmon shark - North Pacific","Salmon shark - North Pacific","stock","Salmon shark","North Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Shortbill spearfish - Pacific","Shortbill spearfish - Pacific","stock","Shortbill spearfish","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Silky shark - Western and Central Pacific","Silky shark - Western and Central Pacific","stock","Silky shark","Western and Central Pacific","Yes","No","Unknown","Reduce Mortality","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pelagic Fisheries","Snake mackerels (Gempylidae) - Pacific","Snake mackerels (Gempylidae) - Pacific","stock","Snake mackerels (Gempylidae)","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
